name,region,date,value
Средняя сумма нового депозита,Республика Дагестан,2016-06-15,338499
Средняя сумма нового депозита,Республика Дагестан,2016-07-15,346847
Средняя сумма нового депозита,Республика Дагестан,2016-08-15,375870
Средняя сумма нового депозита,Республика Дагестан,2016-09-15,378664
Средняя сумма нового депозита,Республика Дагестан,2016-10-15,394487
Средняя сумма нового депозита,Республика Дагестан,2016-11-15,377154
Средняя сумма нового депозита,Республика Дагестан,2016-12-15,382392
Средняя сумма нового депозита,Республика Дагестан,2017-01-15,377476
Средняя сумма нового депозита,Республика Дагестан,2017-02-15,370916
Средняя сумма нового депозита,Республика Дагестан,2017-03-15,384966
Средняя сумма нового депозита,Республика Дагестан,2017-04-15,431022
Средняя сумма нового депозита,Республика Ингушетия,2014-01-15,218328
Средняя сумма нового депозита,Республика Ингушетия,2014-02-15,237894
Средняя сумма нового депозита,Республика Ингушетия,2014-03-15,247029
Средняя сумма нового депозита,Республика Ингушетия,2014-04-15,164703
Средняя сумма нового депозита,Республика Ингушетия,2014-05-15,193776
Средняя сумма нового депозита,Республика Ингушетия,2014-06-15,147182
Средняя сумма нового депозита,Республика Ингушетия,2014-07-15,354427
Средняя сумма нового депозита,Республика Ингушетия,2014-08-15,392785
Средняя сумма нового депозита,Республика Ингушетия,2014-09-15,238453
Средняя сумма нового депозита,Республика Ингушетия,2014-10-15,274890
Средняя сумма нового депозита,Республика Ингушетия,2014-11-15,338685
Средняя сумма нового депозита,Республика Ингушетия,2014-12-15,439740
Средняя сумма нового депозита,Республика Ингушетия,2015-01-15,308858
Средняя сумма нового депозита,Республика Ингушетия,2015-02-15,155937
Средняя сумма нового депозита,Республика Ингушетия,2015-03-15,127266
Средняя сумма нового депозита,Республика Ингушетия,2015-04-15,260761
Средняя сумма нового депозита,Республика Ингушетия,2015-05-15,228683
Средняя сумма нового депозита,Республика Ингушетия,2015-06-15,243635
Средняя сумма нового депозита,Республика Ингушетия,2015-07-15,508793
Средняя сумма нового депозита,Республика Ингушетия,2015-08-15,262314
Средняя сумма нового депозита,Республика Ингушетия,2015-09-15,332857
Средняя сумма нового депозита,Республика Ингушетия,2015-10-15,390851
Средняя сумма нового депозита,Республика Ингушетия,2015-11-15,382028
Средняя сумма нового депозита,Республика Ингушетия,2015-12-15,373714
Средняя сумма нового депозита,Республика Ингушетия,2016-01-15,422164
Средняя сумма нового депозита,Республика Ингушетия,2016-02-15,362370
Средняя сумма нового депозита,Республика Ингушетия,2016-03-15,317245
Средняя сумма нового депозита,Республика Ингушетия,2016-04-15,360009
Средняя сумма нового депозита,Республика Ингушетия,2016-05-15,329752
Средняя сумма нового депозита,Республика Ингушетия,2016-06-15,309459
Средняя сумма нового депозита,Республика Ингушетия,2016-07-15,412922
Средняя сумма нового депозита,Республика Ингушетия,2016-08-15,354933
Средняя сумма нового депозита,Республика Ингушетия,2016-09-15,396668
Средняя сумма нового депозита,Республика Ингушетия,2016-10-15,373850
Средняя сумма нового депозита,Республика Ингушетия,2016-11-15,361820
Средняя сумма нового депозита,Республика Ингушетия,2016-12-15,482753
Средняя сумма нового депозита,Республика Ингушетия,2017-01-15,272762
Средняя сумма нового депозита,Республика Ингушетия,2017-02-15,475715
Средняя сумма нового депозита,Республика Ингушетия,2017-03-15,645629
Средняя сумма нового депозита,Республика Ингушетия,2017-04-15,429307
Средняя сумма нового депозита,Республика Калмыкия,2014-01-15,188041
Средняя сумма нового депозита,Республика Калмыкия,2014-02-15,176705
Средняя сумма нового депозита,Республика Калмыкия,2014-03-15,170100
Средняя сумма нового депозита,Республика Калмыкия,2014-04-15,153388
Средняя сумма нового депозита,Республика Калмыкия,2014-05-15,138450
Средняя сумма нового депозита,Республика Калмыкия,2014-06-15,144856
Средняя сумма нового депозита,Республика Калмыкия,2014-07-15,150045
Средняя сумма нового депозита,Республика Калмыкия,2014-08-15,143536
Средняя сумма нового депозита,Республика Калмыкия,2014-09-15,162694
Средняя сумма нового депозита,Республика Калмыкия,2014-10-15,146980
Средняя сумма нового депозита,Республика Калмыкия,2014-11-15,141045
Средняя сумма нового депозита,Республика Калмыкия,2014-12-15,170727
Средняя сумма нового депозита,Республика Калмыкия,2015-01-15,175779
Средняя сумма нового депозита,Республика Калмыкия,2015-02-15,138451
Средняя сумма нового депозита,Республика Калмыкия,2015-03-15,134858
Средняя сумма нового депозита,Республика Калмыкия,2015-04-15,151879
Средняя сумма нового депозита,Республика Калмыкия,2015-05-15,145059
Средняя сумма нового депозита,Республика Калмыкия,2015-06-15,178406
Средняя сумма нового депозита,Республика Калмыкия,2015-07-15,192690
Средняя сумма нового депозита,Республика Калмыкия,2015-08-15,184853
Средняя сумма нового депозита,Республика Калмыкия,2015-09-15,182422
Средняя сумма нового депозита,Республика Калмыкия,2015-10-15,184851
Средняя сумма нового депозита,Республика Калмыкия,2015-11-15,171461
Средняя сумма нового депозита,Республика Калмыкия,2015-12-15,218672
Средняя сумма нового депозита,Республика Калмыкия,2016-01-15,218193
Средняя сумма нового депозита,Республика Калмыкия,2016-02-15,191543
Средняя сумма нового депозита,Республика Калмыкия,2016-03-15,205877
Средняя сумма нового депозита,Республика Калмыкия,2016-04-15,193075
Средняя сумма нового депозита,Республика Калмыкия,2016-05-15,218998
Средняя сумма нового депозита,Республика Калмыкия,2016-06-15,206497
Средняя сумма нового депозита,Республика Калмыкия,2016-07-15,209137
Средняя сумма нового депозита,Республика Калмыкия,2016-08-15,192067
Средняя сумма нового депозита,Республика Калмыкия,2016-09-15,238995
Средняя сумма нового депозита,Республика Калмыкия,2016-10-15,242526
Средняя сумма нового депозита,Республика Калмыкия,2016-11-15,230166
Средняя сумма нового депозита,Республика Калмыкия,2016-12-15,274192
Средняя сумма нового депозита,Республика Калмыкия,2017-01-15,200798
Средняя сумма нового депозита,Республика Калмыкия,2017-02-15,241046
Средняя сумма нового депозита,Республика Калмыкия,2017-03-15,252722
Средняя сумма нового депозита,Республика Калмыкия,2017-04-15,245963
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-01-15,203408
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-02-15,191974
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-03-15,202826
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-04-15,200690
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-05-15,179259
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-06-15,190700
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-07-15,164615
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-08-15,171747
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-09-15,163073
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-10-15,169383
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-11-15,153305
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2014-12-15,189337
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-01-15,208103
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-02-15,161896
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-03-15,158760
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-04-15,178331
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-05-15,209009
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-06-15,193793
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-07-15,202054
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-08-15,211482
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-09-15,186343
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-10-15,219263
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-11-15,220275
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2015-12-15,245045
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-01-15,274477
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-02-15,237341
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-03-15,241796
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-04-15,240181
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-05-15,268655
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-06-15,249740
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-07-15,236807
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-08-15,246647
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-09-15,275712
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-10-15,279030
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-11-15,281383
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2016-12-15,310842
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2017-01-15,243416
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2017-02-15,264088
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2017-03-15,304914
Средняя сумма нового депозита,Республика Карачаево-Черкессия,2017-04-15,317467
Средняя сумма нового депозита,Республика Карелия,2014-01-15,193331
Средняя сумма нового депозита,Республика Карелия,2014-02-15,192178
Средняя сумма нового депозита,Республика Карелия,2014-03-15,194838
Средняя сумма нового депозита,Республика Карелия,2014-04-15,190229
Средняя сумма нового депозита,Республика Карелия,2014-05-15,203013
Средняя сумма нового депозита,Республика Карелия,2014-06-15,199260
Средняя сумма нового депозита,Республика Карелия,2014-07-15,205341
Средняя сумма нового депозита,Республика Карелия,2014-08-15,195652
Средняя сумма нового депозита,Республика Карелия,2014-09-15,176747
Средняя сумма нового депозита,Республика Карелия,2014-10-15,167258
Средняя сумма нового депозита,Республика Карелия,2014-11-15,164899
Средняя сумма нового депозита,Республика Карелия,2014-12-15,202557
Средняя сумма нового депозита,Республика Карелия,2015-01-15,204003
Средняя сумма нового депозита,Республика Карелия,2015-02-15,176858
Средняя сумма нового депозита,Республика Карелия,2015-03-15,202597
Средняя сумма нового депозита,Республика Карелия,2015-04-15,196686
Средняя сумма нового депозита,Республика Карелия,2015-05-15,187704
Средняя сумма нового депозита,Республика Карелия,2015-06-15,210073
Средняя сумма нового депозита,Республика Карелия,2015-07-15,218406
Средняя сумма нового депозита,Республика Карелия,2015-08-15,198621
Средняя сумма нового депозита,Республика Карелия,2015-09-15,204404
Средняя сумма нового депозита,Республика Карелия,2015-10-15,198650
Средняя сумма нового депозита,Республика Карелия,2015-11-15,206997
Средняя сумма нового депозита,Республика Карелия,2015-12-15,266061
Средняя сумма нового депозита,Республика Карелия,2016-01-15,259861
Средняя сумма нового депозита,Республика Карелия,2016-02-15,257543
Средняя сумма нового депозита,Республика Карелия,2016-03-15,303500
Средняя сумма нового депозита,Республика Карелия,2016-04-15,258257
Средняя сумма нового депозита,Республика Карелия,2016-05-15,252545
Средняя сумма нового депозита,Республика Карелия,2016-06-15,250521
Средняя сумма нового депозита,Республика Карелия,2016-07-15,228935
Средняя сумма нового депозита,Республика Карелия,2016-08-15,229306
Средняя сумма нового депозита,Республика Карелия,2016-09-15,260249
Средняя сумма нового депозита,Республика Карелия,2016-10-15,266464
Средняя сумма нового депозита,Республика Карелия,2016-11-15,246924
Средняя сумма нового депозита,Республика Карелия,2016-12-15,292819
Средняя сумма нового депозита,Республика Карелия,2017-01-15,256661
Средняя сумма нового депозита,Республика Карелия,2017-02-15,242574
Средняя сумма нового депозита,Республика Карелия,2017-03-15,280049
Средняя сумма нового депозита,Республика Карелия,2017-04-15,294094
Средняя сумма нового депозита,Республика Коми,2014-01-15,209864
Средняя сумма нового депозита,Республика Коми,2014-02-15,222479
Средняя сумма нового депозита,Республика Коми,2014-03-15,222561
Средняя сумма нового депозита,Республика Коми,2014-04-15,237939
Средняя сумма нового депозита,Республика Коми,2014-05-15,225056
Средняя сумма нового депозита,Республика Коми,2014-06-15,227609
Средняя сумма нового депозита,Республика Коми,2014-07-15,216555
Средняя сумма нового депозита,Республика Коми,2014-08-15,200699
Средняя сумма нового депозита,Республика Коми,2014-09-15,208393
Средняя сумма нового депозита,Республика Коми,2014-10-15,201224
Средняя сумма нового депозита,Республика Коми,2014-11-15,193467
Средняя сумма нового депозита,Республика Коми,2014-12-15,236916
Средняя сумма нового депозита,Республика Коми,2015-01-15,227581
Средняя сумма нового депозита,Республика Коми,2015-02-15,187315
Средняя сумма нового депозита,Республика Коми,2015-03-15,218292
Средняя сумма нового депозита,Республика Коми,2015-04-15,197420
Средняя сумма нового депозита,Республика Коми,2015-05-15,218153
Средняя сумма нового депозита,Республика Коми,2015-06-15,228652
Средняя сумма нового депозита,Республика Коми,2015-07-15,234682
Средняя сумма нового депозита,Республика Коми,2015-08-15,227794
Средняя сумма нового депозита,Республика Коми,2015-09-15,232700
Средняя сумма нового депозита,Республика Коми,2015-10-15,227629
Средняя сумма нового депозита,Республика Коми,2015-11-15,236249
Средняя сумма нового депозита,Республика Коми,2015-12-15,316045
Средняя сумма нового депозита,Республика Коми,2016-01-15,302805
Средняя сумма нового депозита,Республика Коми,2016-02-15,271520
Средняя сумма нового депозита,Республика Коми,2016-03-15,321858
Средняя сумма нового депозита,Республика Коми,2016-04-15,305622
Средняя сумма нового депозита,Республика Коми,2016-05-15,283017
Средняя сумма нового депозита,Республика Коми,2016-06-15,305267
Средняя сумма нового депозита,Республика Коми,2016-07-15,279361
Средняя сумма нового депозита,Республика Коми,2016-08-15,266121
Средняя сумма нового депозита,Республика Коми,2016-09-15,309777
Средняя сумма нового депозита,Республика Коми,2016-10-15,306973
Средняя сумма нового депозита,Республика Коми,2016-11-15,281344
Средняя сумма нового депозита,Республика Коми,2016-12-15,316894
Средняя сумма нового депозита,Республика Коми,2017-01-15,270299
Средняя сумма нового депозита,Республика Коми,2017-02-15,261322
Средняя сумма нового депозита,Республика Коми,2017-03-15,350504
Средняя сумма нового депозита,Республика Коми,2017-04-15,338025
Средняя сумма нового депозита,Республика Марий Эл,2014-01-15,147951
Средняя сумма нового депозита,Республика Марий Эл,2014-02-15,144120
Средняя сумма нового депозита,Республика Марий Эл,2014-03-15,157035
Средняя сумма нового депозита,Республика Марий Эл,2014-04-15,155081
Средняя сумма нового депозита,Республика Марий Эл,2014-05-15,156546
Средняя сумма нового депозита,Республика Марий Эл,2014-06-15,146376
Средняя сумма нового депозита,Республика Марий Эл,2014-07-15,146661
Средняя сумма нового депозита,Республика Марий Эл,2014-08-15,147878
Средняя сумма нового депозита,Республика Марий Эл,2014-09-15,137519
Средняя сумма нового депозита,Республика Марий Эл,2014-10-15,151619
Средняя сумма нового депозита,Республика Марий Эл,2014-11-15,144564
Средняя сумма нового депозита,Республика Марий Эл,2014-12-15,180713
Средняя сумма нового депозита,Республика Марий Эл,2015-01-15,159842
Средняя сумма нового депозита,Республика Марий Эл,2015-02-15,156830
Средняя сумма нового депозита,Республика Марий Эл,2015-03-15,158593
Средняя сумма нового депозита,Республика Марий Эл,2015-04-15,140045
Средняя сумма нового депозита,Республика Марий Эл,2015-05-15,149779
Средняя сумма нового депозита,Республика Марий Эл,2015-06-15,241299
Средняя сумма нового депозита,Республика Марий Эл,2015-07-15,177357
Средняя сумма нового депозита,Республика Марий Эл,2015-08-15,169320
Средняя сумма нового депозита,Республика Марий Эл,2015-09-15,206596
Средняя сумма нового депозита,Республика Марий Эл,2015-10-15,164240
Средняя сумма нового депозита,Республика Марий Эл,2015-11-15,153359
Средняя сумма нового депозита,Республика Марий Эл,2015-12-15,185266
Средняя сумма нового депозита,Республика Марий Эл,2016-01-15,185685
Средняя сумма нового депозита,Республика Марий Эл,2016-02-15,185645
Средняя сумма нового депозита,Республика Марий Эл,2016-03-15,175209
Средняя сумма нового депозита,Республика Марий Эл,2016-04-15,175378
Средняя сумма нового депозита,Республика Марий Эл,2016-05-15,188963
Средняя сумма нового депозита,Республика Марий Эл,2016-06-15,222350
Средняя сумма нового депозита,Республика Марий Эл,2016-07-15,175431
Средняя сумма нового депозита,Республика Марий Эл,2016-08-15,180943
Средняя сумма нового депозита,Республика Марий Эл,2016-09-15,196000
Средняя сумма нового депозита,Республика Марий Эл,2016-10-15,208346
Средняя сумма нового депозита,Республика Марий Эл,2016-11-15,193919
Средняя сумма нового депозита,Республика Марий Эл,2016-12-15,313260
Средняя сумма нового депозита,Республика Марий Эл,2017-01-15,166309
Средняя сумма нового депозита,Республика Марий Эл,2017-02-15,260406
Средняя сумма нового депозита,Республика Марий Эл,2017-03-15,221552
Средняя сумма нового депозита,Республика Марий Эл,2017-04-15,231067
Средняя сумма нового депозита,Республика Мордовия,2014-01-15,135451
Средняя сумма нового депозита,Республика Мордовия,2014-02-15,171994
Средняя сумма нового депозита,Республика Мордовия,2014-03-15,143141
Средняя сумма нового депозита,Республика Мордовия,2014-04-15,142304
Средняя сумма нового депозита,Республика Мордовия,2014-05-15,142767
Средняя сумма нового депозита,Республика Мордовия,2014-06-15,148568
Средняя сумма нового депозита,Республика Мордовия,2014-07-15,147138
Средняя сумма нового депозита,Республика Мордовия,2014-08-15,148700
Средняя сумма нового депозита,Республика Мордовия,2014-09-15,135307
Средняя сумма нового депозита,Республика Мордовия,2014-10-15,135776
Средняя сумма нового депозита,Республика Мордовия,2014-11-15,149263
Средняя сумма нового депозита,Республика Мордовия,2014-12-15,321939
Средняя сумма нового депозита,Республика Мордовия,2015-01-15,167750
Средняя сумма нового депозита,Республика Мордовия,2015-02-15,162318
Средняя сумма нового депозита,Республика Мордовия,2015-03-15,147529
Средняя сумма нового депозита,Республика Мордовия,2015-04-15,157092
Средняя сумма нового депозита,Республика Мордовия,2015-05-15,153624
Средняя сумма нового депозита,Республика Мордовия,2015-06-15,160452
Средняя сумма нового депозита,Республика Мордовия,2015-07-15,181806
Средняя сумма нового депозита,Республика Мордовия,2015-08-15,178205
Средняя сумма нового депозита,Республика Мордовия,2015-09-15,177579
Средняя сумма нового депозита,Республика Мордовия,2015-10-15,164764
Средняя сумма нового депозита,Республика Мордовия,2015-11-15,167211
Средняя сумма нового депозита,Республика Мордовия,2015-12-15,234238
Средняя сумма нового депозита,Республика Мордовия,2016-01-15,188121
Средняя сумма нового депозита,Республика Мордовия,2016-02-15,215793
Средняя сумма нового депозита,Республика Мордовия,2016-03-15,256509
Средняя сумма нового депозита,Республика Мордовия,2016-04-15,272115
Средняя сумма нового депозита,Республика Мордовия,2016-05-15,184361
Средняя сумма нового депозита,Республика Мордовия,2016-06-15,183070
Средняя сумма нового депозита,Республика Мордовия,2016-07-15,174561
Средняя сумма нового депозита,Республика Мордовия,2016-08-15,201929
Средняя сумма нового депозита,Республика Мордовия,2016-09-15,203586
Средняя сумма нового депозита,Республика Мордовия,2016-10-15,217835
Средняя сумма нового депозита,Республика Мордовия,2016-11-15,195872
Средняя сумма нового депозита,Республика Мордовия,2016-12-15,258480
Средняя сумма нового депозита,Республика Мордовия,2017-01-15,176162
Средняя сумма нового депозита,Республика Мордовия,2017-02-15,238340
Средняя сумма нового депозита,Республика Мордовия,2017-03-15,299703
Средняя сумма нового депозита,Республика Мордовия,2017-04-15,254055
Средняя сумма нового депозита,Республика Саха (Якутия),2014-01-15,358437
Средняя сумма нового депозита,Республика Саха (Якутия),2014-02-15,343035
Средняя сумма нового депозита,Республика Саха (Якутия),2014-03-15,371696
Средняя сумма нового депозита,Республика Саха (Якутия),2014-04-15,386969
Средняя сумма нового депозита,Республика Саха (Якутия),2014-05-15,372712
Средняя сумма нового депозита,Республика Саха (Якутия),2014-06-15,404379
Средняя сумма нового депозита,Республика Саха (Якутия),2014-07-15,427767
Средняя сумма нового депозита,Республика Саха (Якутия),2014-08-15,415313
Средняя сумма нового депозита,Республика Саха (Якутия),2014-09-15,401993
Средняя сумма нового депозита,Республика Саха (Якутия),2014-10-15,388516
Средняя сумма нового депозита,Республика Саха (Якутия),2014-11-15,334115
Средняя сумма нового депозита,Республика Саха (Якутия),2014-12-15,362158
Средняя сумма нового депозита,Республика Саха (Якутия),2015-01-15,302013
Средняя сумма нового депозита,Республика Саха (Якутия),2015-02-15,242922
Средняя сумма нового депозита,Республика Саха (Якутия),2015-03-15,238223
Средняя сумма нового депозита,Республика Саха (Якутия),2015-04-15,282192
Средняя сумма нового депозита,Республика Саха (Якутия),2015-05-15,305176
Средняя сумма нового депозита,Республика Саха (Якутия),2015-06-15,336090
Средняя сумма нового депозита,Республика Саха (Якутия),2015-07-15,371983
Средняя сумма нового депозита,Республика Саха (Якутия),2015-08-15,357176
Средняя сумма нового депозита,Республика Саха (Якутия),2015-09-15,367284
Средняя сумма нового депозита,Республика Саха (Якутия),2015-10-15,362700
Средняя сумма нового депозита,Республика Саха (Якутия),2015-11-15,396766
Средняя сумма нового депозита,Республика Саха (Якутия),2015-12-15,461005
Средняя сумма нового депозита,Республика Саха (Якутия),2016-01-15,407633
Средняя сумма нового депозита,Республика Саха (Якутия),2016-02-15,436633
Средняя сумма нового депозита,Республика Саха (Якутия),2016-03-15,470469
Средняя сумма нового депозита,Республика Саха (Якутия),2016-04-15,532900
Средняя сумма нового депозита,Республика Саха (Якутия),2016-05-15,504261
Средняя сумма нового депозита,Республика Саха (Якутия),2016-06-15,534438
Средняя сумма нового депозита,Республика Саха (Якутия),2016-07-15,482775
Средняя сумма нового депозита,Республика Саха (Якутия),2016-08-15,541081
Средняя сумма нового депозита,Республика Саха (Якутия),2016-09-15,496619
Средняя сумма нового депозита,Республика Саха (Якутия),2016-10-15,466105
Средняя сумма нового депозита,Республика Саха (Якутия),2016-11-15,446228
Средняя сумма нового депозита,Республика Саха (Якутия),2016-12-15,483303
Средняя сумма нового депозита,Республика Саха (Якутия),2017-01-15,386874
Средняя сумма нового депозита,Республика Саха (Якутия),2017-02-15,438175
Средняя сумма нового депозита,Республика Саха (Якутия),2017-03-15,581494
Средняя сумма нового депозита,Республика Саха (Якутия),2017-04-15,527693
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-01-15,207893
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-02-15,192762
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-03-15,183505
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-04-15,181823
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-05-15,196261
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-06-15,177861
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-07-15,194776
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-08-15,197222
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-09-15,187684
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-10-15,216744
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-11-15,218602
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2014-12-15,221145
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-01-15,216417
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-02-15,185670
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-03-15,173956
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-04-15,221259
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-05-15,228593
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-06-15,274775
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-07-15,259100
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-08-15,233703
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-09-15,255125
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-10-15,274056
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-11-15,271944
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2015-12-15,298999
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-01-15,343139
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-02-15,280993
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-03-15,317360
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-04-15,284522
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-05-15,311922
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-06-15,326473
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-07-15,326628
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-08-15,290678
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-09-15,333564
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-10-15,349731
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-11-15,325030
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2016-12-15,356405
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2017-01-15,375160
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2017-02-15,313263
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2017-03-15,359232
Средняя сумма нового депозита,Республика Северная Осетия-Алания,2017-04-15,359503
Средняя сумма нового депозита,Республика Татарстан,2014-01-15,177474
Средняя сумма нового депозита,Республика Татарстан,2014-02-15,182238
Средняя сумма нового депозита,Республика Татарстан,2014-03-15,177870
Средняя сумма нового депозита,Республика Татарстан,2014-04-15,203442
Средняя сумма нового депозита,Республика Татарстан,2014-05-15,186615
Средняя сумма нового депозита,Республика Татарстан,2014-06-15,198353
Средняя сумма нового депозита,Республика Татарстан,2014-07-15,189768
Средняя сумма нового депозита,Республика Татарстан,2014-08-15,187786
Средняя сумма нового депозита,Республика Татарстан,2014-09-15,180307
Средняя сумма нового депозита,Республика Татарстан,2014-10-15,216893
Средняя сумма нового депозита,Республика Татарстан,2014-11-15,214964
Средняя сумма нового депозита,Республика Татарстан,2014-12-15,304289
Средняя сумма нового депозита,Республика Татарстан,2015-01-15,253627
Средняя сумма нового депозита,Республика Татарстан,2015-02-15,227620
Средняя сумма нового депозита,Республика Татарстан,2015-03-15,224160
